time,lt,rt,rb,w,x,y,z
1541856205496,0,0,0,0.9789731502532959,0.05925070121884346,0.17347528040409088,0.08948403596878052
1541856205511,0,0,0,0.9797471761703491,0.054816991090774536,0.17028771340847015,0.08995938301086426
1541856205531,0,0,0,0.9808242321014404,0.05221383273601532,0.16433678567409515,0.09083525091409683
1541856205551,0,0,0,0.9822341203689575,0.05263293534517288,0.15585915744304657,0.090298593044281
1541856205571,0,0,0,0.9835376143455505,0.056120600551366806,0.14782403409481049,0.0874769389629364
1541856205591,0,0,0,0.9847167730331421,0.06075265258550644,0.14055459201335907,0.08298397809267044
1541856205611,0,0,0,0.9857994914054871,0.06621479988098145,0.13391950726509094,0.07668419927358627
1541856205631,0,0,0,0.9868676066398621,0.0741063579916954,0.12563705444335938,0.06939621269702911
1541856205651,0,0,0,0.9875408411026001,0.08304539322853088,0.11867617815732956,0.06150263547897339
1541856205671,0,0,0,0.9876791834831238,0.09308040142059326,0.11368657648563385,0.05386188626289368
1541856205691,0,0,0,0.9868981838226318,0.10473475605249405,0.11313401162624359,0.04757469519972801
1541856205711,0,0,0,0.985202968120575,0.11854040622711182,0.11641622334718704,0.04207848012447357
1541856205731,0,0,0,0.983140230178833,0.1343238800764084,0.11907216906547546,0.03484512120485306
1541856205751,0,0,0,0.9805551171302795,0.1524551808834076,0.12088038772344589,0.025630244985222816
1541856205771,0,0,0,0.9763925075531006,0.17367395758628845,0.12725606560707092,0.017344696447253227
1541856205791,0,0,0,0.9705316424369812,0.1967167854309082,0.1386159211397171,0.012508561834692955
1541856205811,0,0,0,0.9682563543319702,0.2126641720533371,0.13090914487838745,0.01078606117516756
1541856205831,0,0,0,0.9678532481193542,0.2206607460975647,0.11992322653532028,0.013688817620277405
1541856205851,0,0,0,0.9668278098106384,0.22119395434856415,0.12560942769050598,0.023226594552397728
1541856205871,0,0,0,0.9673730731010437,0.211091086268425,0.13535791635513306,0.036169275641441345
1541856205891,0,0,0,0.9692060947418213,0.19112828373908997,0.14532163739204407,0.05469217523932457
1541856205911,0,0,0,0.9697039723396301,0.16557469964027405,0.15724022686481476,0.08680330961942673
1541856205930,0,0,0,0.9667137265205383,0.14386244118213654,0.17517635226249695,0.11866503953933716
1541856205950,0,0,0,0.9638197422027588,0.13042837381362915,0.18786436319351196,0.13691909611225128
1541856205970,0,0,0,0.9616283774375916,0.11154228448867798,0.20062147080898285,0.150267094373703
1541856205990,0,0,0,0.9563655257225037,0.08537281304597855,0.2263726145029068,0.16380451619625092
1541856206010,0,0,0,0.9488976001739502,0.05584290996193886,0.2560902237892151,0.17576350271701813
1541856206030,0,0,0,0.942581057548523,0.02826850488781929,0.2774231731891632,0.18378861248493195
1541856206051,0,0,0,0.9400849342346191,0.008708985522389412,0.2844012379646301,0.1878310739994049
1541856206070,0,0,0,0.939910352230072,-0.002444944577291608,0.2824610471725464,0.19177688658237457
1541856206090,0,0,0,0.937770664691925,-0.01394007820636034,0.28394412994384766,0.19941800832748413
1541856206110,0,0,0,0.9332958459854126,-0.02921776846051216,0.28902143239974976,0.2111206203699112
1541856206130,0,0,0,0.9300215840339661,-0.042336124926805496,0.28828439116477966,0.22396327555179596
1541856206150,0,0,0,0.9293963313102722,-0.051619354635477066,0.2799331545829773,0.23493674397468567
1541856206170,0,0,0,0.9282957315444946,-0.06096852198243141,0.27512016892433167,0.24260811507701874
1541856206190,0,0,0,0.9242032170295715,-0.07026258111000061,0.28265318274497986,0.2470196932554245
1541856206210,0,0,0,0.917201817035675,-0.07697997987270355,0.30131807923316956,0.24904288351535797
1541856206230,0,0,0,0.9094043374061584,-0.08164086192846298,0.32203441858291626,0.2502245604991913
1541856206250,0,0,0,0.9025891423225403,-0.08705884218215942,0.33862990140914917,0.2511640191078186
1541856206270,0,0,0,0.8956308364868164,-0.09640414267778397,0.3526460826396942,0.2533619999885559
1541856206290,0,0,0,0.8892812132835388,-0.10626067221164703,0.36223530769348145,0.25821158289909363
1541856206310,0,0,0,0.8864980936050415,-0.11016274988651276,0.3635174334049225,0.26427337527275085
1541856206330,0,0,0,0.8850648999214172,-0.11093546450138092,0.3616202175617218,0.27126434445381165
1541856206349,0,0,0,0.8794165849685669,-0.1173790693283081,0.3677593469619751,0.2785705626010895
1541856206369,0,0,0,0.8708272576332092,-0.12722858786582947,0.38060498237609863,0.283923864364624
1541856206389,0,0,0,0.8644797801971436,-0.1339835226535797,0.39046573638916016,0.286809504032135
1541856206409,0,0,0,0.8637886643409729,-0.1336623579263687,0.39000141620635986,0.28965893387794495
1541856206429,0,0,0,0.8610897064208984,-0.1340343952178955,0.39170265197753906,0.29517483711242676
1541856206449,0,0,0,0.8572291135787964,-0.1361064612865448,0.39549732208251953,0.3003581464290619
1541856206469,0,0,0,0.8523080945014954,-0.14102889597415924,0.4005213975906372,0.30539193749427795
1541856206489,0,0,0,0.849033772945404,-0.1421341449022293,0.4042896032333374,0.3090134561061859
