time,x,y,z,lt,rt,rb
1541856205493,0,0,0,-0.3836080446839333,-0.30484458804130554,-0.8073589789867401
1541856205511,0,0,0,0.4127587535977364,-0.5097880348563194,-0.04246248006820679
1541856205531,0,0,0,0.2963462448120117,-0.2915750630199909,0.05371661603450775
1541856205551,0,0,0,-0.697233981192112,0.0736217075586319,-0.5746713709831238
1541856205571,0,0,0,-0.5891981935501099,0.3586035963892937,0.30865931153297427
1541856205591,0,0,0,-0.4283214104175568,0.6528024512529373,0.5806162351369858
1541856205611,0,0,0,-0.3790565720200539,0.24320017084479334,0.5322369575500489
1541856205631,0,0,0,0.19082651406526566,-0.10455874085426331,-0.14605759978294372
1541856205651,0,0,0,0.6035645100474358,1.5669400665163995,0.9077176648378372
1541856205671,0,0,0,0.9830948527157307,2.2689098538458348,0.993385221362114
1541856205691,0,0,0,-1.4907982090115548,1.063149959295988,0.8060129499435426
1541856205711,0,0,0,-1.8256536313891412,0.18119717314839365,0.07870820045471191
1541856205731,0,0,0,-0.6398309880495072,1.1355526685714723,-0.3856402444839478
1541856205751,0,0,0,-0.4307727093994618,2.5974185621738437,1.098313506245613
1541856205771,0,0,0,-0.4076189048588276,2.318932929933071,0.7936390721797943
1541856205791,0,0,0,-0.7927131655812264,1.017660521864891,-0.4840371894836426
1541856205811,0,0,0,-0.2046537172794342,-0.29031250298023226,-3.1780529236793518
1541856205831,0,0,0,-0.4366962312161923,1.8926419651508333,3.4158860814571383
1541856205851,0,0,0,-0.9266244904696942,2.2570059460401537,3.301093543767929
1541856205870,0,0,0,0.34337978571653366,1.7932866615056993,0.8705948621034623
1541856205891,0,0,0,2.6601299500465396,1.818700707256794,2.7235728245973587
1541856205911,0,0,0,0.8082334300875664,0.39049518764019014,-0.2944412219524384
1541856205930,0,0,0,1.070596242249012,1.111486113667488,-0.5014414268732071
1541856205950,0,0,0,-0.2838340803980827,-0.13540075689554215,-2.1366065132617953
1541856205970,0,0,0,-1.4129007250070573,1.5695575726032258,0.9418010848760605
1541856205990,0,0,0,0.5057297748327255,0.32811445981264115,0.4737577843666077
1541856206010,0,0,0,0.432233490049839,0.2869718424975872,-0.761426176428795
1541856206030,0,0,0,-0.3687645953893662,-0.22685968816280366,-2.4874546551704406
1541856206051,0,0,0,0.3978468918800354,-1.137200633212924,-3.6447075104713442
1541856206070,0,0,0,1.7431988275051118,-1.6319217820465566,-1.8805791592597962
1541856206090,0,0,0,1.7602650958299637,-1.7743631713092327,1.046016594171524
1541856206110,0,0,0,1.1878992819786072,-2.43788693100214,-0.03783850193023682
1541856206130,0,0,0,-0.08855491161346436,-2.0794885718822482,-1.6808610767126084
1541856206150,0,0,0,-0.11711622118949891,-1.9043400509655477,-1.58990179002285
1541856206170,0,0,0,-0.28240297436714173,-0.9673897431045771,-0.7544609731435776
1541856206190,0,0,0,-0.06851591885089875,-0.5580163080990315,-1.5332305759191514
1541856206210,0,0,0,0.03261343002319336,-0.52775799036026,-1.0524742591381073
1541856206230,0,0,0,-0.21260125279426575,-0.6088558016717435,-0.3105444538593292
1541856206250,0,0,0,0.18930302202701568,-0.6507768295705318,0.9794910675287247
1541856206270,0,0,0,0.3403436189889908,-0.797568693459034,1.5121303135156632
1541856206290,0,0,0,0.16968444406986238,-0.6242208226025104,-0.40767956972122193
1541856206310,0,0,0,0.5689896315336228,-0.7805588507652284,-1.6418110316991807
1541856206329,0,0,0,0.7240612989664078,-0.048925846070051196,0.49079364717006685
1541856206349,0,0,0,0.17269342124462128,0.1871114856004715,1.6337062060832979
1541856206369,0,0,0,-0.36769630908966067,-0.13531772643327714,-0.19261780858039856
1541856206389,0,0,0,-0.7647778004407884,-0.044441470205783845,-2.2626414924860003
1541856206409,0,0,0,0.37316988766193393,-0.0624487017095089,-0.8000680857896805
1541856206429,0,0,0,0.16569021105766296,0.5949957078695297,0.38571158051490784
1541856206449,0,0,0,-0.25699916124343875,-0.061461691707372666,1.0645651316642761
1541856206469,0,0,0,-0.1167408299446106,-0.29977563679218294,-0.200154869556427
1541856206489,0,0,0,-0.7560847449302673,-0.12504826158285143,-2.183608186841011
1541856206509,0,0,0,-1.2433589529991151,-0.13434752717614173,-1.7323113119602205
1541856206529,0,0,0,-0.3123331171274185,-0.015026174783706665,-0.9029966229200364
1541856206549,0,0,0,0.874096759557724,-0.39870716348290447,-1.3628017812967301
1541856206569,0,0,0,2.34318279504776,0.3869219541549683,0.2793425416946411
1541856206589,0,0,0,0.6322489035129547,-0.1809531980752945,2.9130021464824676
1541856206609,0,0,0,0.8254496794939041,0.5360531428456307,-3.021003727912903
1541856206629,0,0,0,2.590744550228119,1.7375967563688757,-4.7854881745576865
1541856206649,0,0,0,2.8817195427417754,-1.5473138871788978,-2.712007616758347
1541856206669,0,0,0,1.7724050849676134,-0.9537793985009194,0.13711954593658449
1541856206689,0,0,0,0.43438731193542485,-1.3825183001160621,1.356003223657608
1541856206709,0,0,0,0.9334085762500763,-0.8205788757652045,0.5534734600782395
1541856206728,0,0,0,-0.09675446212291718,-1.4822489950060844,-1.406682795882225
1541856206748,0,0,0,-1.3195665916800499,-0.3725959834456444,-3.7975490498542785
1541856206768,0,0,0,-1.9569440880417825,-0.4785927008092404,-1.1382073044776917
1541856206788,0,0,0,1.3116626179218294,0.717679793983698,1.0964476597309114
1541856206808,0,0,0,0.9102740675210953,-0.7219615638256074,-1.8965882509946823
1541856206828,0,0,0,-1.3753741720318795,-0.8268321074545384,-3.4663808816671375
1541856206848,0,0,0,-2.3013199469447136,0.0917086073756218,-5.126911189556122
1541856206868,0,0,0,-0.020083431601524353,-0.17663327515125277,-4.052343226075172
1541856206888,0,0,0,-0.303578812032938,0.939986986219883,-3.939649838805199
1541856206908,0,0,0,-0.3488175500929356,0.27286411911249164,-6.470105502605438
1541856206928,0,0,0,-1.0760714288055897,-0.5889607965946198,-5.6810950863361365
1541856206948,0,0,0,-1.8343857170641422,1.622409385442734,-4.002457705736161
1541856206968,0,0,0,-0.8676857261359692,2.3766399782896044,-6.220677316188812
1541856206988,0,0,0,0.999278483837843,-0.0045549809932708745,-8.044002878665925
1541856207008,0,0,0,-1.1352689324319363,1.582555348277092,-7.187934839129448
1541856207028,0,0,0,1.484398431479931,2.4521614462137222,-7.2919345861673355
1541856207047,0,0,0,4.673957798480988,2.4851245397329333,-6.942153561115266
1541856207067,0,0,0,5.9831259942054755,4.5712988179922105,-5.429837890863419
1541856207087,0,0,0,6.985235846042634,7.134680153131486,-3.188194919228554
1541856207108,0,0,0,7.695914622545243,5.999279512166977,-3.23526792883873
1541856207128,0,0,0,9.367647026181222,4.328549321293831,-2.7165818935632706
1541856207147,0,0,0,9.844194517135621,4.582452381849289,-2.975650384426117
1541856207167,0,0,0,7.685056343078614,4.129251068830491,-2.0909613937139513
1541856207187,0,0,0,5.50732226908207,4.828912521600723,-0.9200658148527145
1541856207207,0,0,0,4.632720894813538,4.144651465415955,-0.7583563882112504
1541856207227,0,0,0,4.80459190517664,5.127085436582566,-0.023896985650062562
1541856207247,0,0,0,3.26790328592062,6.553766879439355,1.725258400440216
1541856207267,0,0,0,0.1973417741060257,7.0945559746027,2.7636280059814453
1541856207287,0,0,0,-1.2339656934142114,5.179839016199113,2.253874762058258
1541856207307,0,0,0,-1.2628331047296524,5.307759137749672,2.1619869375228884
1541856207327,0,0,0,-0.6030438154935837,5.047979625463486,2.869536284208298
1541856207347,0,0,0,-0.9971443963050842,5.3461841154098515,3.0358416223526
1541856207367,0,0,0,-0.5930231496691704,3.4509261059761047,1.580738618373871
1541856207387,0,0,0,-1.6626613256335259,0.520617955327034,1.0085417890548707
1541856207407,0,0,0,-3.3168821954727172,2.9943088495731356,2.8274351620674136
1541856207427,0,0,0,-1.8718233923614027,4.216956964731216,5.067866005897522
1541856207446,0,0,0,1.111633755862713,3.5040018671751025,4.7586582255363465
1541856207467,0,0,0,1.7484807635843755,2.972933183312416,2.087820854187012
1541856207487,0,0,0,-0.6503836043179035,3.4727391439676287,0.7580611038208008
1541856207507,0,0,0,-1.6968055567145348,3.483429608345032,-0.5406382369995117
1541856207526,0,0,0,-0.31544632092118263,1.8971466600894928,-2.1457199835777283
1541856207547,0,0,0,-0.5835420356690884,1.4255137538909912,-4.576070730686188
1541856207566,0,0,0,-1.4672817309200765,0.6687209111452103,-5.511711773872376
1541856207586,0,0,0,-0.17578747540712358,1.427075545191765,-5.586801717281342
1541856207606,0,0,0,1.1251149500906468,2.084437655210495,-4.124713629484177
1541856207626,0,0,0,1.5249611511826515,1.907495062351227,-3.1127325081825257
1541856207646,0,0,0,-1.1734195294976235,1.9459884524345399,-3.1818816804885866
1541856207666,0,0,0,-1.6380392852425576,2.3339213901758193,-3.1431345212459565
1541856207686,0,0,0,-0.04725836634635926,2.98405166387558,-4.163852552175522
1541856207706,0,0,0,-0.12725529313087464,4.489762904047966,-2.7125923383235935
1541856207726,0,0,0,0.7451814419031143,5.477180457115174,-0.7508982646465302
1541856207746,0,0,0,-0.11632743179798127,5.354747947454452,-0.7474601018428803
1541856207766,0,0,0,-1.005523456335068,4.784185999631882,-1.2036282920837402
1541856207786,0,0,0,-0.9417882210016251,4.561511748433113,-3.0862025213241577
1541856207806,0,0,0,2.277641354799271,4.412936922311783,-1.8609126341342928
1541856207826,0,0,0,5.869118152856827,4.395753124952316,-0.8691728192567826
1541856207846,0,0,0,3.320274749994278,3.954778339862824,-0.8553804069757462
1541856207865,0,0,0,1.7175295507907868,1.2590055173635484,3.308844028115273
1541856207885,0,0,0,0.34846598625183106,0.4678690534830094,-2.0137255221605304
1541856207905,0,0,0,1.5717011618614198,-0.2747852218151093,-1.0593657875061036
1541856207926,0,0,0,2.559371314644814,0.5701491343975067,-1.292120053768158
