time,lt,rt,rb,w,x,y,z
1541856391892,0,0,0,0.995795,0.08851,0.007243,-0.022457004
1541856391914,0,0,0,0.9965,0.081923,0.00902,-0.013907015
1541856391933,0,0,0,0.996976,0.076784,0.010422,-0.0057529807
1541856391954,0,0,0,0.997141,0.074605,0.011749,0.0021920204
1541856391977,0,0,0,0.997011,0.075579,0.01267,0.009713054
1541856391996,0,0,0,0.996667,0.078878,0.013142,0.016075969
1541856392017,0,0,0,0.996293,0.082078,0.013298,0.02202499
1541856392040,0,0,0,0.995976,0.083991,0.013243,0.02829504
1541856392058,0,0,0,0.995729,0.084441,0.014082,0.03456402
1541856392080,0,0,0,0.995476,0.084589,0.015187,0.040498972
1541856392101,0,0,0,0.995172,0.084939,0.015624,0.046622038
1541856392121,0,0,0,0.994756,0.085954,0.015952,0.053081036
1541856392142,0,0,0,0.994206,0.088017,0.016941,0.059327006
1541856392165,0,0,0,0.993571,0.090941,0.018122,0.064942
1541856392184,0,0,0,0.992905,0.093979,0.019466,0.070196986
1541856392206,0,0,0,0.992167,0.097178,0.02056,0.07574904
1541856392231,0,0,0,0.991345,0.100687,0.022147,0.08127403
1541856392246,0,0,0,0.990555,0.103846,0.024332,0.08615804
1541856392268,0,0,0,0.989742,0.106734,0.026565,0.091171026
1541856392299,0,0,0,0.988938,0.109328,0.027698,0.09633803
1541856392313,0,0,0,0.98825,0.110945,0.028429,0.10120702
1541856392331,0,0,0,0.987668,0.111538,0.029881,0.105721
1541856392353,0,0,0,0.987095,0.111516,0.031468,0.11052394
1541856392373,0,0,0,0.986461,0.111839,0.032818,0.115363
1541856392393,0,0,0,0.985761,0.112634,0.034852,0.11988497
1541856392417,0,0,0,0.985132,0.113605,0.036033,0.123726964
1541856392446,0,0,0,0.984555,0.114891,0.036853,0.12685597
1541856392464,0,0,0,0.983922,0.116718,0.037209,0.12995505
1541856392479,0,0,0,0.983042,0.118839,0.038272,0.13431406
1541856392500,0,0,0,0.98201,0.120568,0.039591,0.13982403
1541856392519,0,0,0,0.980975,0.121953,0.039933,0.14566994
1541856392542,0,0,0,0.980056,0.122955,0.039538,0.151021
1541856392561,0,0,0,0.979226,0.124186,0.038983,0.15547502
1541856392584,0,0,0,0.978146,0.126971,0.040303,0.15963602
1541856392606,0,0,0,0.976681,0.131325,0.043073,0.16429305
1541856392627,0,0,0,0.975283,0.135571,0.044455,0.16871703
1541856392645,0,0,0,0.974195,0.138481,0.043415,0.17286205
1541856392669,0,0,0,0.973497,0.138774,0.041708,0.17692995
1541856392689,0,0,0,0.973111,0.137327,0.040005,0.18054295
1541856392709,0,0,0,0.972987,0.134767,0.037643,0.18361902
1541856392731,0,0,0,0.97259,0.133254,0.035104,0.187294
1541856392750,0,0,0,0.971589,0.133818,0.035221,0.19200504
1541856392773,0,0,0,0.970217,0.136575,0.038934,0.19623804
1541856392795,0,0,0,0.96897,0.139734,0.042688,0.19936895
1541856392814,0,0,0,0.968089,0.141896,0.045415,0.20150805
1541856392835,0,0,0,0.967639,0.142159,0.046056,0.20333004
1541856392857,0,0,0,0.967078,0.14212,0.045848,0.20605302
1541856392877,0,0,0,0.966271,0.142407,0.046252,0.20952404
1541856392898,0,0,0,0.965678,0.142933,0.045599,0.212026
1541856392921,0,0,0,0.965019,0.14413,0.046385,0.21404004
1541856392940,0,0,0,0.964055,0.146343,0.048525,0.21639395
1541856392961,0,0,0,0.962924,0.149102,0.050101,0.219167
1541856392984,0,0,0,0.961726,0.151998,0.050832,0.22224998
1541856393003,0,0,0,0.96056,0.154656,0.050588,0.22548902
1541856393023,0,0,0,0.959537,0.156484,0.04975,0.22874498
1541856393046,0,0,0,0.958688,0.157223,0.049069,0.23192596
1541856393065,0,0,0,0.958046,0.15702,0.049257,0.23466003
1541856393086,0,0,0,0.957493,0.156668,0.049308,0.23712802
