time_tick,lac_X_value,lac_Y_value,lac_Z_value
15.696239,0.092614,-0.201169,-0.030459
15.731273,0.180098,-0.283936,-0.066190
15.766246,0.026396,-0.214374,-0.133742
15.796245,-0.043324,-0.138929,-0.174114
15.831279,0.024620,-0.190077,-0.282632
15.866252,0.103829,-0.145828,-0.058837
15.896282,0.226278,-0.222990,0.178849
15.931316,0.117769,-0.300795,-0.217826
15.966289,0.072260,-0.473495,0.039590
15.996288,-0.019617,-0.405045,-0.017729
16.031316,0.156439,-0.274558,0.057041
16.066320,-0.000725,-0.300909,-0.085698
16.096318,0.028105,-0.286471,-0.361627
16.131352,0.058388,-0.311168,-0.202415
16.166326,0.151693,-0.194341,-0.065615
16.196355,0.127025,-0.203919,0.190077
16.231359,0.158367,-0.264131,0.201184
16.266362,0.014761,-0.356420,0.167183
16.296361,-0.124454,-0.407443,-0.015766
16.331395,-0.192763,-0.456742,0.082491
16.366368,-0.256183,-0.501575,-0.004378
16.396398,-0.067399,-0.485360,0.058691
16.431432,-0.084901,-0.355629,0.129442
16.466405,0.017445,-0.349394,0.244922
16.496404,-0.132284,-0.386815,0.213192
16.531438,-0.063852,-0.319139,0.217536
16.566442,-0.208667,-0.119343,0.127908
16.596440,-0.323616,-0.366972,-0.068850
16.631475,-0.345901,-0.282391,-0.065815
16.666448,-0.213167,-0.307284,-0.179283
16.696477,-0.029324,-0.161637,-0.106124
16.731481,-0.177916,-0.332095,-0.006975
16.766484,-0.360612,-0.244428,0.087210
16.796483,-0.285426,-0.093528,0.323867
16.831517,-0.181389,-0.534009,0.149396
16.866490,-0.392661,-0.290203,0.271315
16.896520,-0.133744,-0.308228,0.191856
16.931554,-0.211369,-0.292977,0.205819
16.966527,0.013859,-0.050276,0.049949
16.996526,-0.067267,-0.100014,0.101246
17.031577,-0.008097,0.022321,0.084271
17.066581,-0.071535,-0.082198,0.079030
17.096579,-0.316016,-0.065145,-0.145318
17.131614,-0.363743,-0.147817,-0.112287
17.166587,-0.327869,-0.130656,-0.383381
17.196616,-0.102393,0.019886,-0.204080
17.231620,-0.086589,-0.119714,-0.250664
17.266623,-0.010233,-0.069157,0.160731
17.296622,-0.200005,-0.232588,0.264214
17.331656,-0.170046,-0.304188,0.290147
17.366630,-0.286838,-0.297972,0.019760
17.396659,-0.171370,-0.276075,-0.212636
17.431693,-0.168946,-0.347697,-0.218890
17.466666,0.030579,-0.140189,-0.052487
17.496665,0.027680,-0.157277,0.327474
17.531699,0.061429,-0.116671,0.316427
17.566703,-0.086266,-0.258195,0.165580
17.596702,-0.240348,-0.289962,-0.245101
17.631736,-0.272803,-0.315084,-0.192417
17.666709,-0.041136,-0.288492,-0.424647
17.696708,0.053269,-0.113027,-0.058976
17.731742,0.058457,-0.057067,-0.059949
17.761771,0.014263,-0.111436,0.220634
17.796744,-0.198612,-0.199850,0.048652
17.831778,-0.123058,-0.213811,0.015651
17.866752,-0.221135,-0.276691,-0.265488
17.896781,-0.080089,-0.176637,-0.312556
17.931815,-0.094090,-0.225803,-0.259446
17.961814,0.036229,0.006473,0.067029
17.996787,-0.086833,-0.191897,0.182765
18.031812,-0.098545,-0.153336,0.246114
18.066816,-0.323211,-0.282634,0.038582
18.096815,-0.327744,-0.310155,-0.205738
18.131849,-0.251175,-0.372339,-0.329396
18.166822,-0.030850,-0.236939,-0.264476
18.196821,0.046993,-0.043345,0.101571
18.231855,0.105132,-0.004578,0.095692
18.261884,-0.023490,-0.180581,0.277692
18.296857,-0.259887,-0.274687,0.053235
18.331892,-0.287912,-0.287468,0.149183
18.361890,-0.279041,-0.357543,-0.167907
18.396894,-0.050863,-0.164588,-0.163318
18.431928,-0.039163,-0.234530,-0.214520
18.461927,0.006999,-0.118978,0.120617
18.496900,-0.071776,-0.266164,0.170418
18.531934,-0.016273,-0.282275,0.327669
18.561933,-0.345183,-0.322564,0.040981
18.596937,-0.177180,-0.364984,-0.289851
18.631971,-0.250635,-0.251581,-0.128832
18.661970,-0.073002,-0.204695,-0.153196
18.696943,-0.002928,-0.112811,0.201196
18.731977,-0.015602,-0.134420,0.103770
18.762006,-0.093411,-0.243346,0.233832
18.796979,-0.263088,-0.351918,0.108920
18.832014,-0.286506,-0.252980,0.269169
18.862012,-0.287075,-0.334139,-0.158746
18.897016,0.040683,-0.138725,-0.184783
18.932050,0.033988,-0.222645,-0.171581
18.962049,0.130099,-0.227289,0.170791
18.997022,0.026863,-0.395516,0.155407
19.032074,0.109811,-0.370868,0.129607
19.062073,-0.004420,-0.261301,-0.106631
19.097077,0.049660,-0.332587,-0.072576
19.132111,0.097447,-0.326558,-0.037027
19.167084,0.028313,-0.245864,-0.050815
19.197083,0.035314,-0.217939,0.077901
19.232117,0.096465,-0.263942,0.044775
19.262146,0.077386,-0.196656,-0.030609
19.297119,0.005596,-0.235188,-0.018521
19.332154,0.086782,-0.287213,-0.018722
19.367127,0.061107,-0.366018,-0.122795
19.397156,0.011874,-0.337361,-0.139743
19.432190,0.077813,-0.361778,-0.046293
19.462189,0.099649,-0.342730,0.025557
19.497162,0.085009,-0.354469,0.047899
19.532196,0.201232,-0.268472,0.138704
19.562195,0.132553,-0.314851,0.110292
19.597199,0.108747,-0.349241,0.042769
19.632233,0.221519,-0.468622,-0.118189
19.662232,0.211008,-0.510472,-0.187701
19.697205,0.236251,-0.420565,-0.277852
19.732239,0.204132,-0.376235,-0.217493
19.762268,0.211874,-0.366158,-0.219619
19.797242,0.202623,-0.363157,-0.118404
19.832276,0.166550,-0.344780,0.085206
19.862274,0.213059,-0.335768,0.092845
19.897278,0.201674,-0.421908,0.119776
19.932312,0.173139,-0.408279,0.051484
19.962311,0.139321,-0.463277,0.084827
19.997284,0.216474,-0.438178,0.103701
20.032310,0.200687,-0.505069,0.023106
20.062309,0.258639,-0.553367,-0.023693
20.097313,0.235541,-0.522439,-0.114348
20.132347,0.263965,-0.469449,-0.054291
20.162346,0.289961,-0.510509,-0.003581
20.197319,0.344994,-0.505634,0.038636
20.232353,0.332229,-0.507316,-0.022616
20.262382,0.288733,-0.468811,-0.102743
20.297356,0.310035,-0.421171,-0.144210
20.332390,0.360651,-0.422014,-0.186559
20.362389,0.355625,-0.466814,-0.318660
20.397392,0.351911,-0.428011,-0.287913
20.432426,0.409487,-0.282353,0.065352
20.462425,0.512445,-0.347104,0.141123
20.497398,0.463378,-0.400251,0.149110
20.532433,0.239303,-0.780419,-0.176424
20.562431,0.310692,-0.732995,-0.081327
20.597435,0.390030,-0.621292,-0.004543
20.627434,0.574144,-0.433164,0.178747
20.662468,0.469504,-0.503292,-0.085641
20.697441,0.430830,-0.671268,-0.281941
20.732475,0.584220,-0.627314,-0.454977
20.762505,0.470921,-0.716151,-0.543035
20.797478,0.406505,-0.634656,-0.423218
20.832512,0.808630,-0.432088,-0.299997
20.862511,0.731550,-0.426126,-0.117151
20.897514,0.679047,-0.429577,-0.119075
20.932548,0.855264,-0.428498,-0.208305
20.962547,0.843544,-0.378140,-0.133330
20.997520,0.933840,-0.453546,-0.084607
21.032542,0.921739,-0.393258,-0.036614
21.062540,0.923328,-0.517764,-0.149980
21.097544,0.850337,-0.506142,-0.195568
21.132578,0.793702,-0.528229,-0.485207
21.162577,0.856083,-0.344730,-0.509978
21.197550,0.938400,-0.412346,-0.449282
