time_tick,lac_X_value,lac_Y_value,lac_Z_value
3.837183,-1.891184,0.544363,-0.188313
3.857233,-1.862765,0.494542,-0.125684
3.877313,-1.579204,0.476289,0.037333
3.892389,-1.536070,0.507519,0.007375
3.917444,-1.523042,0.512507,-0.134649
3.932520,-1.498401,0.442202,-0.109339
3.957544,-1.456295,0.445239,-0.056387
3.972620,-1.445933,0.484035,-0.075679
3.992700,-1.399395,0.581447,-0.099709
4.012750,-1.399532,0.596031,-0.056312
4.037805,-1.562628,0.568360,-0.078538
4.052881,-1.665549,0.556769,-0.120347
4.072962,-1.755703,0.506016,-0.158313
4.093012,-1.721150,0.419645,-0.075849
4.118067,-1.716390,0.436113,0.057952
4.133142,-1.739014,0.503925,0.036831
4.153192,-1.772901,0.661549,-0.131107
4.173273,-1.745112,0.624112,-0.238741
4.198328,-1.703154,0.451521,-0.091235
4.213396,-1.682338,0.493795,-0.057140
4.233446,-1.545760,0.592693,-0.051903
4.253526,-1.402585,0.681286,-0.216252
4.278581,-1.368868,0.434728,-0.352741
4.293626,-1.381934,0.328404,-0.262506
4.313707,-1.347476,0.355947,0.006377
4.333757,-1.141580,0.400755,0.090561
4.358812,-1.614543,0.619485,-0.179287
4.373887,-1.960554,0.689120,-0.212687
4.393968,-2.095677,0.682028,-0.243036
4.414018,-1.926241,0.464585,-0.095824
4.434099,-1.655921,0.459821,0.114826
4.454149,-1.470778,0.682630,0.134091
4.474199,-1.430602,0.605308,-0.111827
4.494279,-1.544131,0.505490,-0.343718
4.519334,-1.570770,0.458804,-0.211502
4.534410,-1.552505,0.431093,-0.153323
4.554460,-1.485765,0.426810,-0.078277
4.574541,-1.491707,0.530853,-0.021340
4.599595,-1.529771,0.614334,-0.101647
4.614671,-1.567481,0.603224,-0.179688
4.634721,-1.673020,0.568977,-0.226512
4.654771,-1.689606,0.566375,-0.143903
4.679826,-1.561692,0.456370,0.037394
4.694902,-1.543657,0.436067,0.038673
4.714982,-1.475799,0.500445,-0.065237
4.735032,-1.469666,0.548513,-0.154025
4.760087,-1.474450,0.551100,-0.175207
4.775163,-1.512988,0.547710,-0.137334
4.795213,-1.524273,0.524053,-0.065736
4.815294,-1.499940,0.529051,-0.032231
4.835344,-1.542815,0.517638,-0.068136
4.855424,-1.571855,0.554283,-0.145732
4.875474,-1.610536,0.530120,-0.194959
4.895555,-1.594667,0.519719,-0.109983
4.915605,-1.639606,0.552043,-0.075366
4.935686,-1.678395,0.559558,-0.098083
4.955736,-1.669660,0.548366,-0.085681
4.975786,-1.649910,0.514409,-0.075757
5.010881,-1.559157,0.548466,-0.147730
5.015916,-1.559808,0.548663,-0.147643
5.035997,-1.513241,0.497375,-0.078828
5.056047,-1.500937,0.493070,-0.047312
5.076127,-1.515640,0.464139,-0.092085
5.091142,-1.519256,0.507272,-0.142017
5.116258,-1.527589,0.527698,-0.077226
5.136308,-1.537138,0.532510,-0.064353
5.156358,-1.537187,0.541177,-0.139342
5.171403,-1.513263,0.529766,-0.116892
5.191453,-1.506541,0.519885,-0.088300
5.216547,-1.602048,0.535938,-0.080635
5.236597,-1.651274,0.572499,-0.123661
5.251612,-1.649524,0.571409,-0.138453
5.271693,-1.625280,0.494239,-0.066321
5.296778,-1.546035,0.524663,-0.081431
5.316859,-1.554068,0.528068,-0.127805
5.331873,-1.556850,0.552424,-0.136689
5.351954,-1.592838,0.555374,-0.095568
5.372004,-1.564946,0.523643,-0.160711
5.397120,-1.538080,0.528031,-0.135872
5.412134,-1.557618,0.509330,-0.073846
5.432185,-1.542038,0.497765,-0.052089
5.452265,-1.572483,0.514508,-0.103107
5.477351,-1.536321,0.532797,-0.110147
5.492396,-1.513359,0.543622,-0.131652
5.512446,-1.562909,0.513160,-0.102654
5.532526,-1.615583,0.527768,-0.100963
5.557612,-1.643986,0.538183,-0.072014
5.572626,-1.621121,0.511993,-0.044298
5.592707,-1.634305,0.545491,-0.100745
5.612757,-1.598466,0.565218,-0.150520
5.637873,-1.568893,0.563484,-0.141836
5.652888,-1.560147,0.494571,-0.076393
5.672968,-1.541543,0.494052,-0.062115
5.693018,-1.573956,0.591158,-0.151835
5.718134,-1.590758,0.545451,-0.159575
5.733149,-1.562925,0.472739,-0.084341
5.753199,-1.535592,0.495420,-0.075300
5.773280,-1.540061,0.573353,-0.150629
5.798365,-1.593461,0.537327,-0.105185
5.813410,-1.607736,0.499985,-0.077299
5.833460,-1.580448,0.512599,-0.120930
5.853541,-1.565699,0.516389,-0.090784
5.878626,-1.548421,0.511275,-0.088455
5.893641,-1.551035,0.518565,-0.129241
5.913721,-1.517236,0.502024,-0.171565
5.933771,-1.537036,0.525621,-0.088345
5.963862,-1.493547,0.495814,-0.103804
5.973902,-1.484601,0.507978,-0.138527
5.993983,-1.524338,0.513142,-0.146248
6.014033,-1.591307,0.519396,-0.094407
6.034113,-1.680139,0.536155,-0.072984
6.054163,-1.676226,0.554704,-0.091176
6.074213,-1.650766,0.578774,-0.119212
6.094294,-1.607188,0.554100,-0.109394
6.124384,-1.621146,0.487811,-0.077800
6.134425,-1.618572,0.513025,-0.079926
6.154475,-1.595896,0.577456,-0.089255
6.174555,-1.603156,0.550721,-0.114597
6.194605,-1.536628,0.511551,-0.148171
6.214665,-1.524971,0.498322,-0.120978
6.234746,-1.531446,0.498628,-0.050932
6.254796,-1.557706,0.512078,-0.060445
6.274876,-1.587251,0.504463,-0.136267
6.294926,-1.544943,0.531137,-0.159093
6.315007,-1.566403,0.538075,-0.107201
6.335057,-1.561349,0.489145,-0.059700
6.360173,-1.579139,0.538036,-0.099339
6.375188,-1.588678,0.551395,-0.121481
6.395238,-1.585119,0.490781,-0.092520
6.415318,-1.612864,0.466034,-0.044381
6.435368,-1.624804,0.588187,-0.107350
6.455449,-1.626089,0.627089,-0.195175
6.475499,-1.575614,0.514853,-0.146845
6.495580,-1.557889,0.435248,-0.075574
6.520665,-1.580927,0.533358,-0.046727
6.535710,-1.571191,0.573965,-0.095657
6.555760,-1.553385,0.495217,-0.144108
6.575810,-1.526174,0.500793,-0.125041
6.600926,-1.532522,0.556103,-0.117698
6.615941,-1.570091,0.526092,-0.078503
6.636021,-1.538567,0.498196,-0.096436
